Movie,year,time_minute,imdb_rating,metascore,vote,gross_earning,certificates,genres
Deadpool 2,(2018),119 min,7.7,66        ,"557,325",$324.59M,R,"
Action, Adventure, Comedy            "
The Green Knight,(2021),130 min,6.6,85        ,"93,132",-,R,"
Adventure, Drama, Fantasy            "
Promising Young Woman,(2020),113 min,7.5,73        ,"162,290",-,R,"
Crime, Drama, Mystery            "
All the Old Knives,(2022),101 min,6.1,62        ,"17,098",-,R,"
Mystery, Thriller            "
Little Women,(2019),135 min,7.8,91        ,"193,019",$108.10M,PG,"
Drama, Romance            "
American Beauty,(1999),122 min,8.4,84        ,"1,134,378",$130.10M,R,"
Drama            "
Charlie's Angels,(2019),118 min,4.9,52        ,"71,350",-,PG-13,"
Action, Adventure, Comedy            "
Sicario,(2015),121 min,7.6,82        ,"418,653",$46.89M,R,"
Action, Crime, Drama            "
Blazing Saddles,(1974),93 min,7.7,73        ,"137,123",$119.50M,R,"
Comedy, Western            "
The Lord of the Rings: The Return of the King,(2003),201 min,9.0,94        ,"1,783,871",$377.85M,PG-13,"
Action, Adventure, Drama            "
Black Swan,(2010),108 min,8.0,79        ,"748,496",$106.95M,R,"
Drama, Thriller            "
Hidden Figures,(2016),127 min,7.8,74        ,"223,596",$169.61M,PG,"
Biography, Drama, History            "
The Lion King,(1994),88 min,8.5,88        ,"1,028,516",$422.78M,G,"
Animation, Adventure, Drama            "
American Made,(2017),115 min,7.1,65        ,"175,859",$51.34M,R,"
Action, Comedy, Crime            "
Dunkirk,(2017),106 min,7.8,94        ,"635,298",$188.37M,PG-13,"
Action, Drama, History            "
Shutter Island,(2010),138 min,8.2,63        ,"1,263,678",$128.01M,R,"
Mystery, Thriller            "
Jurassic Park III,(2001),92 min,5.9,42        ,"315,385",$181.17M,PG-13,"
Action, Adventure, Sci-Fi            "
Field of Dreams,(1989),107 min,7.5,57        ,"118,086",$64.43M,PG,"
Drama, Family, Fantasy            "
Annihilation,(I) (2018),115 min,6.8,79        ,"315,869",$32.73M,R,"
Adventure, Drama, Horror            "
The Night House,(2020),107 min,6.5,68        ,"45,374",-,R,"
Horror, Mystery, Thriller            "
Iron Man,(2008),126 min,7.9,79        ,"1,030,931",$318.41M,PG-13,"
Action, Adventure, Sci-Fi            "
The Prestige,(2006),130 min,8.5,66        ,"1,298,052",$53.09M,PG-13,"
Drama, Mystery, Sci-Fi            "
The Usual Suspects,(1995),106 min,8.5,77        ,"1,063,681",$23.34M,R,"
Crime, Drama, Mystery            "
Star Trek,(2009),127 min,7.9,82        ,"598,966",$257.73M,PG-13,"
Action, Adventure, Sci-Fi            "
Waiting for the Barbarians,(2019),112 min,5.9,52        ,"11,330",-,-,"
Drama            "
The Time Traveler's Wife,(2009),107 min,7.1,47        ,"149,797",$63.41M,PG-13,"
Comedy, Drama, Fantasy            "
The Breakfast Club,(1985),97 min,7.8,66        ,"387,977",$45.88M,R,"
Comedy, Drama            "
Ready Player One,(2018),140 min,7.4,64        ,"422,998",$137.69M,PG-13,"
Action, Adventure, Sci-Fi            "
The Mummy,(2017),110 min,5.4,34        ,"184,754",$80.10M,PG-13,"
Action, Adventure, Fantasy            "
Infinite,(2021),106 min,5.4,28        ,"46,319",-,PG-13,"
Action, Sci-Fi, Thriller            "
American Underdog,(2021),112 min,7.1,53        ,"11,006",-,PG,"
Biography, Drama, Sport            "
"Yes, God, Yes",(2019),78 min,6.1,71        ,"14,748",-,R,"
Comedy, Drama            "
Something Wild,(1986),114 min,6.9,73        ,"18,398",$8.36M,R,"
Comedy, Crime, Romance            "
House on Haunted Hill,(1959),75 min,6.8,-,"26,968",-,Not Rated,"
Crime, Horror, Mystery            "
Jojo Rabbit,(2019),108 min,7.9,58        ,"370,870",$0.35M,PG-13,"
Comedy, Drama, War            "
Ocean's Eight,(2018),110 min,6.3,61        ,"213,419",$140.22M,PG-13,"
Action, Comedy, Crime            "
Fear Street: Part One - 1994,(2021),107 min,6.2,67        ,"75,541",-,R,"
Drama, Horror, Mystery            "
A Clockwork Orange,(1971),136 min,8.3,77        ,"812,340",$6.21M,R,"
Crime, Sci-Fi            "
Get Out,(I) (2017),104 min,7.7,85        ,"564,064",$176.04M,R,"
Horror, Mystery, Thriller            "
A Quiet Place Part II,(2020),97 min,7.2,71        ,"210,896",$160.07M,PG-13,"
Drama, Horror, Sci-Fi            "
Bird Box,(2018),124 min,6.6,51        ,"327,368",-,R,"
Horror, Sci-Fi            "
Godzilla vs. Kong,(2021),113 min,6.3,59        ,"199,431",$100.92M,PG-13,"
Action, Sci-Fi, Thriller            "
Tropic Thunder,(2008),107 min,7.0,71        ,"407,513",$110.52M,R,"
Action, Comedy, War            "
Captain America: The First Avenger,(2011),124 min,6.9,66        ,"822,680",$176.65M,PG-13,"
Action, Adventure, Sci-Fi            "
Labyrinth,(1986),101 min,7.3,50        ,"134,723",$12.73M,PG,"
Adventure, Family, Fantasy            "
Good Will Hunting,(1997),126 min,8.3,70        ,"941,101",$138.43M,R,"
Drama, Romance            "
Superbad,(2007),113 min,7.6,76        ,"565,186",$121.46M,R,"
Comedy            "
The Imitation Game,(2014),114 min,8.0,71        ,"751,900",$91.13M,PG-13,"
Biography, Drama, Thriller            "
The Avengers,(2012),143 min,8.0,69        ,"1,359,108",$623.28M,PG-13,"
Action, Adventure, Sci-Fi            "
Overlord,(2018),110 min,6.6,60        ,"97,297",$21.70M,R,"
Action, Horror, Sci-Fi            "
Taps,(I) (1981),126 min,6.7,49        ,"18,413",$35.86M,PG,"
Drama            "
Kingsman: The Secret Service,(2014),129 min,7.7,60        ,"654,314",$128.26M,R,"
Action, Adventure, Comedy            "
Pearl Harbor,(2001),183 min,6.2,44        ,"328,826",$198.54M,PG-13,"
Action, Drama, History            "
Fear Street: Part Two - 1978,(2021),109 min,6.7,61        ,"59,030",-,R,"
Drama, Horror, Mystery            "
Days of Thunder,(1990),107 min,6.0,60        ,"87,176",$82.67M,PG-13,"
Action, Drama, Sport            "
Dune,(1984),137 min,6.3,41        ,"160,285",$30.93M,PG-13,"
Action, Adventure, Sci-Fi            "
Jerry Maguire,(1996),139 min,7.3,77        ,"261,626",$153.95M,R,"
Comedy, Drama, Romance            "
Cry-Baby,(1990),85 min,6.4,63        ,"59,978",$8.27M,PG-13,"
Comedy, Musical            "
Casino Royale,(2006),144 min,8.0,80        ,"646,535",$167.45M,PG-13,"
Action, Adventure, Thriller            "
City of Lies,(2018),112 min,6.4,44        ,"14,202",$0.57M,R,"
Biography, Crime, Drama            "
The Girl Next Door,(2004),109 min,6.7,47        ,"222,188",$14.59M,R,"
Comedy, Drama, Romance            "
Black Panther,(2018),134 min,7.3,88        ,"726,223",$700.06M,PG-13,"
Action, Adventure, Sci-Fi            "
Ford v Ferrari,(2019),152 min,8.1,81        ,"370,239",$117.62M,PG-13,"
Action, Biography, Drama            "
Malena,(2000),108 min,7.4,54        ,"100,913",$3.45M,R,"
Drama, Romance, War            "
Jaws,(1975),124 min,8.1,87        ,"585,652",$260.00M,PG,"
Adventure, Thriller            "
Birds of Prey,(2020),109 min,6.0,60        ,"229,746",$84.16M,R,"
Action, Adventure, Comedy            "
The Devil All the Time,(2020),138 min,7.1,55        ,"128,914",-,R,"
Crime, Drama, Thriller            "
The Hangover,(2009),100 min,7.7,73        ,"769,523",$277.32M,R,"
Comedy            "
The Last Samurai,(2003),154 min,7.8,55        ,"431,940",$111.11M,R,"
Action, Drama            "
Baywatch,(2017),116 min,5.5,37        ,"182,792",$58.06M,R,"
Action, Comedy, Crime            "
Sleepy Hollow,(1999),105 min,7.3,65        ,"354,241",$101.07M,R,"
Fantasy, Horror, Mystery            "
The Notebook,(2004),123 min,7.8,53        ,"559,919",$81.00M,PG-13,"
Drama, Romance            "
After We Collided,(2020),105 min,5.0,14        ,"29,943",$2.39M,R,"
Drama, Romance            "
Ferris Bueller's Day Off,(1986),103 min,7.8,61        ,"349,555",$70.14M,PG-13,"
Comedy            "
The King,(I) (2019),140 min,7.2,62        ,"123,212",-,R,"
Biography, Drama, History            "
Baby Driver,(2017),113 min,7.6,86        ,"515,223",$107.83M,R,"
Action, Crime, Drama            "
The Great Gatsby,(2013),143 min,7.2,55        ,"529,304",$144.84M,PG-13,"
Drama, Romance            "
Jumanji: Welcome to the Jungle,(2017),119 min,6.9,58        ,"367,172",$404.52M,PG-13,"
Action, Adventure, Comedy            "
Troy,(2004),163 min,7.3,56        ,"524,605",$133.38M,R,"
Drama, History            "
The Game,(1997),129 min,7.7,61        ,"385,584",$48.32M,R,"
Drama, Mystery, Thriller            "
The Tourist,(I) (2010),103 min,6.0,37        ,"240,434",$67.63M,PG-13,"
Action, Thriller            "
Fantasy Island,(2020),109 min,4.9,22        ,"50,737",$27.31M,PG-13,"
Fantasy, Horror, Mystery            "
Children of Men,(2006),109 min,7.9,84        ,"493,245",$35.55M,R,"
Action, Drama, Sci-Fi            "
Harry Potter and the Chamber of Secrets,(2002),161 min,7.4,63        ,"617,543",$261.99M,PG,"
Adventure, Family, Fantasy            "
Cars,(2006),117 min,7.2,73        ,"407,976",$244.08M,G,"
Animation, Adventure, Comedy            "
Grease,(1978),110 min,7.2,70        ,"264,835",$188.76M,PG,"
Comedy, Musical, Romance            "
Mean Girls,(2004),97 min,7.1,66        ,"372,279",$86.06M,PG-13,"
Comedy            "
Sixteen Candles,(1984),93 min,7.0,61        ,"114,627",$23.69M,PG,"
Comedy, Romance            "
The Invisible Man,(I) (2020),124 min,7.1,72        ,"218,607",$70.41M,R,"
Drama, Horror, Mystery            "
Braveheart,(1995),178 min,8.4,68        ,"1,019,476",$75.60M,R,"
Biography, Drama, History            "
Footloose,(2011),113 min,5.8,58        ,"48,941",$51.80M,PG-13,"
Comedy, Drama, Music            "
Shooter,(I) (2007),124 min,7.2,53        ,"330,220",$47.00M,R,"
Action, Drama, Thriller            "
TRON: Legacy,(2010),125 min,6.8,49        ,"332,387",$172.06M,PG,"
Action, Adventure, Sci-Fi            "
Alice in Wonderland,(I) (2010),108 min,6.4,53        ,"408,459",$334.19M,PG,"
Adventure, Family, Fantasy            "
The Truman Show,(1998),103 min,8.2,90        ,"1,041,988",$125.62M,PG,"
Comedy, Drama            "
Beauty and the Beast,(I) (2017),129 min,7.1,65        ,"302,160",$504.01M,PG,"
Adventure, Family, Fantasy            "
Spider-Man: Far from Home,(2019),129 min,7.4,69        ,"466,317",$390.53M,PG-13,"
Action, Adventure, Sci-Fi            "
From Here to Eternity,(1953),118 min,7.6,85        ,"46,718",$30.50M,Passed,"
Drama, Romance, War            "
The Fallout,(2021),96 min,7.0,84        ,"13,670",-,R,"
Drama            "
Cruella,(2021),134 min,7.3,59        ,"222,069",-,PG-13,"
Adventure, Comedy, Crime            "
6 Underground,(2019),128 min,6.1,41        ,"170,282",-,R,"
Action, Thriller            "
Moulin Rouge!,(2001),127 min,7.6,66        ,"281,248",$57.39M,PG-13,"
Drama, Musical, Romance            "
Scream,(1996),111 min,7.3,65        ,"332,834",$103.05M,R,"
Horror, Mystery            "
Blue Velvet,(1986),120 min,7.7,76        ,"195,822",$8.55M,R,"
Crime, Drama, Mystery            "
Harry Potter and the Prisoner of Azkaban,(2004),142 min,7.9,82        ,"616,792",$249.36M,PG,"
Adventure, Family, Fantasy            "
The Dreamers,(2003),115 min,7.2,62        ,"119,929",$2.53M,NC-17,"
Drama, Romance            "
Moana,(I) (2016),107 min,7.6,81        ,"322,749",$248.76M,PG,"
Animation, Adventure, Comedy            "
Bohemian Rhapsody,(2018),134 min,7.9,49        ,"519,337",$216.43M,PG-13,"
Biography, Drama, Music            "
Watchmen,(2009),162 min,7.6,56        ,"542,887",$107.51M,R,"
Action, Drama, Mystery            "
Wind River,(2017),107 min,7.7,73        ,"244,584",$33.80M,R,"
Crime, Drama, Mystery            "
Machete Kills,(2013),107 min,5.6,41        ,"78,764",$8.01M,R,"
Action, Crime, Thriller            "
Love Actually,(2003),135 min,7.6,55        ,"475,244",$59.70M,R,"
Comedy, Drama, Romance            "
Marry Me,(2022),112 min,6.0,51        ,"23,679",-,PG-13,"
Comedy, Music, Romance            "
Wonder Woman 1984,(2020),151 min,5.4,60        ,"256,609",$46.37M,PG-13,"
Action, Adventure, Fantasy            "
300,(2006),117 min,7.6,52        ,"805,209",$210.61M,R,"
Action, Drama            "
Romeo + Juliet,(1996),120 min,6.7,60        ,"225,682",$46.35M,PG-13,"
Drama, Romance            "
Boogie Nights,(1997),155 min,7.9,85        ,"260,480",$26.40M,R,"
Drama            "
The Conjuring,(2013),112 min,7.5,68        ,"492,939",$137.40M,R,"
Horror, Mystery, Thriller            "
Chaos Walking,(2021),109 min,5.7,38        ,"45,113",$13.29M,PG-13,"
Action, Adventure, Fantasy            "
One Flew Over the Cuckoo's Nest,(1975),133 min,8.7,84        ,"986,356",$112.00M,R,"
Drama            "
A Time to Kill,(1996),149 min,7.4,54        ,"156,232",$108.77M,R,"
Crime, Drama, Thriller            "
Halloween Kills,(2021),105 min,5.5,42        ,"73,282",-,R,"
Horror, Thriller            "
Mission: Impossible III,(2006),126 min,6.9,66        ,"350,908",$134.03M,PG-13,"
Action, Adventure, Thriller            "
Man on Fire,(2004),146 min,7.7,47        ,"357,550",$77.91M,R,"
Action, Crime, Drama            "
King Richard,(2021),144 min,7.5,76        ,"95,046",-,PG-13,"
Biography, Drama, Sport            "
The Lost Daughter,(2021),121 min,6.7,86        ,"58,333",-,R,"
Drama            "
Airplane!,(1980),88 min,7.7,78        ,"234,258",$83.40M,PG,"
Comedy            "
Mission: Impossible II,(2000),123 min,6.1,59        ,"336,057",$215.41M,PG-13,"
Action, Adventure, Thriller            "
Batman Forever,(1995),121 min,5.4,51        ,"250,722",$184.03M,PG-13,"
Action, Adventure            "
The Father,(I) (2020),97 min,8.2,88        ,"137,804",-,PG-13,"
Drama, Mystery            "
Fifty Shades Darker,(2017),118 min,4.5,33        ,"100,979",$114.38M,R,"
Drama, Romance            "
Pitch Perfect,(2012),112 min,7.1,66        ,"301,145",$65.00M,PG-13,"
Comedy, Music, Romance            "
Catch Me If You Can,(2002),141 min,8.1,75        ,"943,548",$164.62M,PG-13,"
Biography, Crime, Drama            "
Eternal Sunshine of the Spotless Mind,(2004),108 min,8.3,89        ,"984,163",$34.40M,R,"
Drama, Romance, Sci-Fi            "
American History X,(1998),119 min,8.5,62        ,"1,099,391",$6.72M,R,"
Crime, Drama            "
The Sixth Sense,(1999),107 min,8.2,64        ,"971,753",$293.51M,PG-13,"
Drama, Mystery, Thriller            "
About Time,(I) (2013),123 min,7.8,55        ,"339,286",$15.32M,R,"
Comedy, Drama, Fantasy            "
Collateral,(2004),120 min,7.5,71        ,"391,770",$101.01M,R,"
Action, Crime, Drama            "
The Godfather: Part III,(1990),162 min,7.6,60        ,"388,875",$66.67M,R,"
Crime, Drama            "
In Time,(2011),109 min,6.7,53        ,"404,114",$37.52M,PG-13,"
Action, Sci-Fi, Thriller            "
"Girl, Interrupted",(1999),127 min,7.3,51        ,"181,785",$28.87M,R,"
Biography, Drama            "
Logan,(2017),137 min,8.1,77        ,"733,721",$226.28M,R,"
Action, Drama, Sci-Fi            "
Sin City,(2005),124 min,8.0,74        ,"761,398",$74.10M,R,"
Crime, Thriller            "
The Big Lebowski,(1998),117 min,8.1,71        ,"792,981",$17.50M,R,"
Comedy, Crime            "
Office Space,(1999),89 min,7.7,68        ,"262,087",$10.82M,R,"
Comedy            "
Starship Troopers,(1997),129 min,7.3,51        ,"290,341",$54.81M,R,"
Action, Adventure, Sci-Fi            "
Donnie Darko,(2001),113 min,8.0,88        ,"786,048",$1.48M,R,"
Drama, Mystery, Sci-Fi            "
When Harry Met Sally...,(1989),95 min,7.7,76        ,"214,780",$92.82M,R,"
Comedy, Drama, Romance            "
Black Hawk Down,(2001),144 min,7.7,74        ,"390,113",$108.64M,R,"
Action, Drama, History            "
Jungle Cruise,(2021),127 min,6.6,50        ,"178,725",-,PG-13,"
Action, Adventure, Comedy            "
Donnie Brasco,(1997),127 min,7.7,76        ,"302,324",$41.91M,R,"
Biography, Crime, Drama            "
Nymphomaniac: Vol. I,(2013),117 min,6.9,64        ,"123,076",$0.79M,Not Rated,"
Drama            "
